customer_id,month,usage_hours,sessions,feature_adoption_pct,api_calls
CUST-100025,2026-07,185.6,27,55.0,1735
CUST-100025,2026-08,188.8,27,44.9,1602
CUST-100026,2026-03,71.2,12,61.1,691
CUST-100026,2026-04,61.9,7,54.9,599
CUST-100026,2026-05,84.2,10,62.1,859
CUST-100026,2026-06,76.2,9,72.0,652
CUST-100026,2026-07,77.3,9,46.6,587
CUST-100026,2026-08,70.7,14,51.6,641
CUST-100027,2026-03,212.4,34,71.8,1846
CUST-100027,2026-04,187.9,21,36.9,2260
CUST-100027,2026-05,122.5,23,39.3,1076
CUST-100027,2026-06,158.6,26,53.5,1537
CUST-100027,2026-07,113.4,17,37.6,1016
CUST-100027,2026-08,86.0,11,46.5,553
CUST-100028,2026-03,196.2,28,52.3,2252
CUST-100028,2026-04,178.9,28,31.7,1498
CUST-100028,2026-05,143.8,15,45.2,847
CUST-100028,2026-06,130.3,20,16.9,1290
CUST-100028,2026-07,77.9,11,47.1,783
CUST-100028,2026-08,79.0,16,46.0,788
CUST-100029,2026-03,77.4,10,54.0,827
CUST-100029,2026-04,51.9,3,58.3,390
CUST-100029,2026-05,81.8,15,43.7,553
CUST-100029,2026-06,51.8,3,51.5,431
CUST-100029,2026-07,51.7,7,34.8,590
CUST-100029,2026-08,44.2,14,14.4,424
CUST-100030,2026-03,71.2,12,35.2,842
CUST-100030,2026-04,79.3,14,77.7,642
CUST-100030,2026-05,79.9,13,45.7,673
CUST-100030,2026-06,90.8,12,61.8,994
CUST-100030,2026-07,77.5,3,75.6,673
CUST-100030,2026-08,76.8,12,42.0,565
CUST-100031,2026-03,84.9,16,38.4,862
CUST-100031,2026-04,57.0,5,42.2,441
CUST-100031,2026-05,66.9,7,42.6,651
CUST-100031,2026-06,50.8,7,23.0,568
CUST-100031,2026-07,61.8,6,55.6,494
CUST-100031,2026-08,45.2,8,45.5,501
CUST-100032,2026-03,187.2,30,49.0,1758
CUST-100032,2026-04,139.2,20,43.3,1183
CUST-100032,2026-05,126.2,21,39.0,1058
CUST-100032,2026-06,115.6,9,46.8,1247
CUST-100032,2026-07,120.4,21,25.6,1105
CUST-100032,2026-08,85.2,9,48.7,969
CUST-100033,2026-03,425.5,67,53.3,3346
CUST-100033,2026-04,382.0,66,31.5,3596
CUST-100033,2026-05,340.2,55,58.4,2191
CUST-100033,2026-06,326.9,45,62.8,2780
CUST-100033,2026-07,288.1,36,40.0,2316
CUST-100033,2026-08,247.8,39,40.0,1314
CUST-100034,2026-03,165.1,26,62.0,1492
CUST-100034,2026-04,202.5,33,65.8,2173
CUST-100034,2026-05,160.9,15,53.7,1443
CUST-100034,2026-06,137.8,18,46.7,1561
CUST-100034,2026-07,189.2,32,44.8,2303
CUST-100034,2026-08,144.8,22,46.7,1298
CUST-100035,2026-03,374.8,47,60.3,3174
CUST-100035,2026-04,396.6,61,76.3,3221
CUST-100035,2026-05,423.4,55,56.6,3846
CUST-100035,2026-06,391.1,45,47.8,3291
CUST-100035,2026-07,408.2,52,62.7,2527
CUST-100035,2026-08,394.2,46,54.8,4321
CUST-100036,2026-03,340.7,49,60.4,3331
CUST-100036,2026-04,440.9,69,58.3,4021
CUST-100036,2026-05,362.5,52,71.2,3068
CUST-100036,2026-06,404.3,57,53.7,5393
CUST-100036,2026-07,399.8,59,58.0,3233
CUST-100036,2026-08,398.3,52,65.6,2669
CUST-100037,2026-03,372.6,52,51.0,4009
CUST-100037,2026-04,356.6,38,65.4,2574
CUST-100037,2026-05,373.1,54,72.3,2980
CUST-100037,2026-06,253.8,39,28.9,1758
CUST-100037,2026-07,279.1,37,46.6,1309
CUST-100037,2026-08,226.4,36,18.2,1731
CUST-100038,2026-03,81.0,10,42.0,850
CUST-100038,2026-04,76.4,14,65.5,716
CUST-100038,2026-05,77.2,17,39.0,710
CUST-100038,2026-06,79.0,10,77.6,573
CUST-100038,2026-07,90.3,13,61.8,775
CUST-100038,2026-08,91.9,9,68.7,779
CUST-100039,2026-03,361.1,51,40.0,3252
CUST-100039,2026-04,417.0,59,70.8,4678
CUST-100039,2026-05,304.3,46,48.4,2809
CUST-100039,2026-06,442.7,67,86.3,4444
CUST-100039,2026-07,396.5,57,59.1,2990
CUST-100039,2026-08,457.4,67,35.0,4975
CUST-100040,2026-03,77.0,15,48.0,586
CUST-100040,2026-04,74.2,1,61.3,426
CUST-100040,2026-05,72.5,2,64.8,737
CUST-100040,2026-06,67.4,6,52.4,524
CUST-100040,2026-07,65.6,5,58.6,531
CUST-100040,2026-08,50.7,5,41.3,550
CUST-100041,2026-03,83.0,4,44.2,1095
CUST-100041,2026-04,88.6,13,26.5,659
CUST-100041,2026-05,65.8,5,59.3,960
CUST-100041,2026-06,68.1,9,32.8,762
CUST-100041,2026-07,63.9,11,37.9,813
CUST-100041,2026-08,64.4,5,42.8,493
CUST-100042,2026-03,90.3,16,59.3,846
CUST-100042,2026-04,73.9,9,43.6,548
CUST-100042,2026-05,68.8,13,69.7,609
CUST-100042,2026-06,80.7,16,45.5,853
CUST-100042,2026-07,75.4,11,62.3,786
CUST-100042,2026-08,80.9,16,67.1,815
CUST-100043,2026-03,407.0,58,38.4,4247
CUST-100043,2026-04,395.2,59,40.6,3909
CUST-100043,2026-05,420.0,66,49.6,3287
CUST-100043,2026-06,441.1,65,68.1,5043
CUST-100043,2026-07,389.4,45,52.8,1875
CUST-100043,2026-08,392.3,53,76.0,4148
CUST-100044,2026-03,360.2,47,45.4,2856
CUST-100044,2026-04,382.4,56,64.7,3718
CUST-100044,2026-05,377.3,44,33.0,2628
CUST-100044,2026-06,369.7,47,51.1,2990
CUST-100044,2026-07,387.7,52,54.6,2513
CUST-100044,2026-08,383.6,54,49.1,2719
CUST-100045,2026-03,373.9,57,60.9,4389
CUST-100045,2026-04,395.9,56,67.2,4035
CUST-100045,2026-05,349.2,50,58.9,3480
CUST-100045,2026-06,347.9,44,60.2,2707
CUST-100045,2026-07,305.9,39,60.3,2608
CUST-100045,2026-08,383.0,56,65.6,3723
CUST-100046,2026-03,371.4,54,47.2,2627
CUST-100046,2026-04,352.6,54,49.8,3443
CUST-100046,2026-05,372.8,59,64.8,3799
CUST-100046,2026-06,292.8,48,62.9,2456
CUST-100046,2026-07,360.6,54,50.9,3585
CUST-100046,2026-08,342.9,43,26.1,3517
CUST-100047,2026-03,79.2,13,52.2,750
CUST-100047,2026-04,55.5,11,60.1,678
CUST-100047,2026-05,65.0,9,48.8,730
CUST-100047,2026-06,58.8,10,55.5,330
CUST-100047,2026-07,45.8,5,47.1,429
CUST-100047,2026-08,42.5,5,35.3,322
CUST-100048,2026-03,153.6,24,67.5,1158
CUST-100048,2026-04,180.6,26,49.9,1869
CUST-100048,2026-05,157.2,20,49.8,1574
CUST-100048,2026-06,119.8,19,60.5,907
CUST-100048,2026-07,140.1,19,18.1,1300
CUST-100048,2026-08,114.8,16,58.9,1030
CUST-100049,2026-03,174.4,23,63.1,1481
CUST-100049,2026-04,158.5,21,74.9,1549
CUST-100049,2026-05,182.2,32,39.2,2506
CUST-100049,2026-06,163.5,17,37.0,1415
CUST-100049,2026-07,189.3,27,60.9,1982
CUST-100049,2026-08,210.8,34,72.3,1998
CUST-100050,2026-03,209.0,32,68.6,1015
CUST-100050,2026-04,153.9,18,66.9,1617
CUST-100050,2026-05,145.3,17,63.1,1226
CUST-100050,2026-06,189.5,25,53.4,1325
CUST-100050,2026-07,171.7,27,52.8,924
CUST-100050,2026-08,149.5,12,49.3,1124
CUST-100051,2026-03,195.6,34,37.0,1293
CUST-100051,2026-04,185.6,26,61.1,1537
CUST-100051,2026-05,183.1,38,37.3,1699
CUST-100051,2026-06,161.5,24,53.2,2016
CUST-100051,2026-07,192.1,24,35.7,1832
CUST-100051,2026-08,134.2,15,47.7,1561
CUST-100052,2026-03,172.1,20,51.2,1021
CUST-100052,2026-04,187.1,30,54.6,1401
CUST-100052,2026-05,162.3,34,69.1,1520
CUST-100052,2026-06,172.8,24,62.2,1789
CUST-100052,2026-07,182.9,25,42.2,1513
CUST-100052,2026-08,175.5,22,55.8,1642
CUST-100053,2026-03,82.8,12,54.4,617
CUST-100053,2026-04,80.0,8,58.5,692
CUST-100053,2026-05,84.3,9,49.3,687
CUST-100053,2026-06,81.8,9,48.7,760
CUST-100053,2026-07,69.9,13,54.0,536
CUST-100053,2026-08,78.8,16,38.6,775
CUST-100054,2026-03,959.8,132,52.5,8734
CUST-100054,2026-04,1007.6,147,57.7,11008
CUST-100054,2026-05,841.0,111,65.6,6596
CUST-100054,2026-06,758.4,106,62.7,7378
CUST-100054,2026-07,944.1,136,66.5,8978
CUST-100054,2026-08,729.0,102,50.0,6348
CUST-100055,2026-03,88.8,5,67.8,721
CUST-100055,2026-04,71.9,8,48.4,441
CUST-100055,2026-05,64.4,11,63.8,512
CUST-100055,2026-06,61.0,10,28.2,557
CUST-100055,2026-07,37.4,3,31.7,412
CUST-100055,2026-08,39.1,2,37.4,311
CUST-100056,2026-03,184.1,28,64.8,1959
CUST-100056,2026-04,180.9,24,54.4,1354
CUST-100056,2026-05,146.4,21,56.3,1400
CUST-100056,2026-06,169.1,24,76.2,1745
CUST-100056,2026-07,158.4,27,40.6,1691
CUST-100056,2026-08,148.6,23,41.8,1304
CUST-100057,2026-03,177.5,25,35.7,1506
CUST-100057,2026-04,153.9,17,45.2,1328
CUST-100057,2026-05,165.4,9,54.4,1571
CUST-100057,2026-06,168.4,26,62.0,1753
CUST-100057,2026-07,135.5,21,47.7,1203
CUST-100057,2026-08,145.2,15,55.5,1487
CUST-100058,2026-03,81.8,8,67.0,800
CUST-100058,2026-04,82.3,11,63.0,777
CUST-100058,2026-05,80.5,13,27.5,721
CUST-100058,2026-06,77.1,14,56.0,772
CUST-100058,2026-07,79.4,6,44.6,759
CUST-100058,2026-08,84.3,12,35.5,800
CUST-100059,2026-03,865.3,119,57.5,5609
CUST-100059,2026-04,828.2,114,39.0,5708
CUST-100059,2026-05,1161.2,167,54.9,10116
CUST-100059,2026-06,929.4,136,70.1,9933
CUST-100059,2026-07,929.3,132,49.7,10803
CUST-100059,2026-08,923.1,141,56.4,10393
CUST-100060,2026-03,373.4,49,49.1,4331
CUST-100060,2026-04,409.9,59,44.8,3254
CUST-100060,2026-05,354.4,59,63.1,3162
CUST-100060,2026-06,336.4,46,65.5,2911
CUST-100060,2026-07,369.0,50,56.5,2647
CUST-100060,2026-08,430.6,59,29.6,3881
CUST-100061,2026-03,78.7,12,52.0,843
CUST-100061,2026-04,80.4,5,50.9,581
CUST-100061,2026-05,74.8,12,72.5,612
CUST-100061,2026-06,88.2,9,51.5,633
CUST-100061,2026-07,76.3,11,42.2,625
CUST-100061,2026-08,61.8,7,47.1,550
CUST-100062,2026-03,80.4,14,55.4,877
CUST-100062,2026-04,94.0,11,60.4,1159
CUST-100062,2026-05,84.3,12,58.4,592
CUST-100062,2026-06,80.4,11,78.5,595
CUST-100062,2026-07,87.7,10,37.3,614
CUST-100062,2026-08,74.3,13,56.4,703
CUST-100063,2026-03,74.9,13,54.5,843
CUST-100063,2026-04,70.6,7,32.9,640
CUST-100063,2026-05,87.8,17,53.3,769
CUST-100063,2026-06,79.7,8,39.4,491
CUST-100063,2026-07,73.5,13,33.5,828
CUST-100063,2026-08,69.9,11,62.2,434
CUST-100064,2026-03,807.9,113,57.3,8281
CUST-100064,2026-04,952.1,142,70.2,9285
CUST-100064,2026-05,847.0,116,69.3,7396
CUST-100064,2026-06,964.3,135,61.1,9436
CUST-100064,2026-07,1042.1,153,54.3,8228
CUST-100064,2026-08,852.9,129,52.8,6648
CUST-100065,2026-03,180.9,24,57.1,1216
CUST-100065,2026-04,165.5,21,78.2,1035
CUST-100065,2026-05,186.6,26,91.7,1665
CUST-100065,2026-06,164.5,21,42.4,1390
CUST-100065,2026-07,185.3,21,57.5,2305
CUST-100065,2026-08,165.5,27,66.6,1698
CUST-100066,2026-03,384.0,55,39.9,3847
CUST-100066,2026-04,364.0,52,62.1,3982
CUST-100066,2026-05,328.1,40,38.0,3899
CUST-100066,2026-06,313.7,48,56.5,2267
CUST-100066,2026-07,322.0,35,39.8,2612
CUST-100066,2026-08,218.4,31,44.7,1522
CUST-100067,2026-03,74.1,6,49.0,687
CUST-100067,2026-04,86.2,8,53.0,831
CUST-100067,2026-05,68.4,9,65.4,607
CUST-100067,2026-06,85.1,14,37.5,469
CUST-100067,2026-07,93.3,17,35.2,805
CUST-100067,2026-08,72.1,14,68.8,888
CUST-100068,2026-03,172.4,24,33.5,1513
CUST-100068,2026-04,214.5,27,62.5,2413
CUST-100068,2026-05,174.3,27,69.2,1713
CUST-100068,2026-06,177.6,21,65.3,1734
CUST-100068,2026-07,166.1,24,50.0,863
CUST-100068,2026-08,174.7,27,41.8,1722
CUST-100069,2026-03,171.4,25,52.4,1600
CUST-100069,2026-04,191.2,25,70.5,2244
CUST-100069,2026-05,181.6,24,56.0,1445
CUST-100069,2026-06,168.1,25,52.5,1085
CUST-100069,2026-07,144.4,28,47.4,1365
CUST-100069,2026-08,143.8,19,21.9,1266
CUST-100070,2026-03,352.0,46,49.0,2646
CUST-100070,2026-04,383.3,53,65.2,4457
CUST-100070,2026-05,395.7,58,58.7,3335
CUST-100070,2026-06,352.0,51,81.8,3508
CUST-100070,2026-07,425.0,58,41.0,3233
CUST-100070,2026-08,405.0,55,52.0,4662
CUST-100071,2026-03,178.3,24,45.9,1869
CUST-100071,2026-04,188.5,28,56.6,1393
CUST-100071,2026-05,186.7,23,55.2,1249
CUST-100071,2026-06,189.4,32,77.9,2009
CUST-100071,2026-07,156.8,18,47.8,1585
CUST-100071,2026-08,191.6,28,53.2,2592
CUST-100072,2026-03,180.9,24,56.0,1304
CUST-100072,2026-04,189.8,25,52.6,1775
CUST-100072,2026-05,139.6,23,33.0,1045
CUST-100072,2026-06,175.3,21,52.9,1857
CUST-100072,2026-07,147.8,24,48.3,1230
CUST-100072,2026-08,141.0,19,50.5,1412
CUST-100073,2026-03,72.2,11,41.1,419
CUST-100073,2026-04,65.4,15,60.3,618
CUST-100073,2026-05,89.9,11,85.0,946
CUST-100073,2026-06,87.7,11,70.5,818
CUST-100073,2026-07,86.8,16,53.4,885
CUST-100073,2026-08,81.6,8,47.0,695
CUST-100074,2026-03,75.2,11,55.4,601
CUST-100074,2026-04,66.8,12,62.8,553
CUST-100074,2026-05,68.8,3,61.8,667
CUST-100074,2026-06,61.0,11,60.9,429
CUST-100074,2026-07,54.0,11,49.8,487
CUST-100074,2026-08,37.6,4,29.5,233
CUST-100075,2026-03,84.4,5,45.2,511
CUST-100075,2026-04,75.8,11,51.9,739
CUST-100075,2026-05,90.4,14,64.1,672
CUST-100075,2026-06,85.0,20,71.5,325
CUST-100075,2026-07,90.9,11,25.4,590
CUST-100075,2026-08,84.3,9,45.1,504
CUST-100076,2026-03,190.3,27,68.4,1818
CUST-100076,2026-04,208.4,30,67.1,1773
CUST-100076,2026-05,205.3,35,49.4,2450
CUST-100076,2026-06,210.1,32,49.7,1224
CUST-100076,2026-07,185.0,28,71.0,2089
CUST-100076,2026-08,184.4,22,49.8,1922
CUST-100077,2026-03,189.4,27,54.0,1700
CUST-100077,2026-04,178.3,23,53.1,1145
CUST-100077,2026-05,161.6,21,32.3,1533
CUST-100077,2026-06,155.9,22,61.2,1622
CUST-100077,2026-07,109.3,23,40.7,939
CUST-100077,2026-08,127.4,21,23.4,1221
CUST-100078,2026-03,84.4,11,57.9,748
CUST-100078,2026-04,75.8,11,70.2,536
CUST-100078,2026-05,75.6,16,46.6,578
CUST-100078,2026-06,65.2,9,79.3,662
CUST-100078,2026-07,74.3,13,64.9,589
CUST-100078,2026-08,55.1,10,38.6,446
CUST-100079,2026-03,833.4,120,59.4,5724
CUST-100079,2026-04,914.1,137,52.4,8365
CUST-100079,2026-05,773.8,109,54.2,9159
CUST-100079,2026-06,859.2,120,34.1,8012
CUST-100079,2026-07,678.6,99,45.5,5475
CUST-100079,2026-08,950.9,132,46.2,10656
CUST-100080,2026-03,401.3,60,60.0,3433
CUST-100080,2026-04,412.6,63,44.2,4496
CUST-100080,2026-05,363.3,57,55.6,3320
CUST-100080,2026-06,377.7,50,59.1,3862
CUST-100080,2026-07,362.1,56,59.6,4367
CUST-100080,2026-08,378.1,57,50.4,3520
CUST-100081,2026-03,177.5,26,51.8,1742
CUST-100081,2026-04,172.1,27,40.5,1860
CUST-100081,2026-05,155.5,22,48.7,1538
CUST-100081,2026-06,138.6,17,30.6,1041
CUST-100081,2026-07,107.4,13,25.1,836
CUST-100081,2026-08,109.9,16,43.1,562
CUST-100082,2026-03,378.3,46,44.3,3873
CUST-100082,2026-04,357.9,53,62.2,4471
CUST-100082,2026-05,319.5,47,51.1,3213
CUST-100082,2026-06,336.9,51,35.1,2514
CUST-100082,2026-07,233.9,36,67.8,2807
CUST-100082,2026-08,302.3,40,21.4,2254
CUST-100083,2026-03,905.3,129,41.4,8902
CUST-100083,2026-04,614.5,85,64.2,6791
CUST-100083,2026-05,723.8,105,51.9,6294
CUST-100083,2026-06,581.7,86,54.0,5283
CUST-100083,2026-07,620.1,86,54.1,6167
CUST-100083,2026-08,403.5,63,27.3,4991
CUST-100084,2026-03,383.9,54,29.4,3967
CUST-100084,2026-04,423.7,56,47.8,3968
CUST-100084,2026-05,399.0,56,46.8,4650
CUST-100084,2026-06,363.8,49,55.4,2325
CUST-100084,2026-07,368.7,46,66.0,2668
CUST-100084,2026-08,363.7,48,64.7,2905
CUST-100085,2026-03,342.7,42,55.6,3384
CUST-100085,2026-04,391.1,64,55.3,2815
CUST-100085,2026-05,421.2,56,57.3,4928
CUST-100085,2026-06,440.1,59,60.2,3136
CUST-100085,2026-07,405.6,58,41.1,4474
CUST-100085,2026-08,376.1,56,65.5,2606
CUST-100086,2026-03,205.5,30,37.2,1658
CUST-100086,2026-04,172.3,19,52.8,2107
CUST-100086,2026-05,198.0,25,57.8,2226
CUST-100086,2026-06,183.6,21,44.2,1944
CUST-100086,2026-07,168.3,25,57.2,1623
CUST-100086,2026-08,174.3,23,62.6,1273
CUST-100087,2026-03,177.3,24,50.4,1462
CUST-100087,2026-04,192.3,28,41.3,1875
CUST-100087,2026-05,195.9,30,71.0,2060
CUST-100087,2026-06,192.1,25,60.1,1651
CUST-100087,2026-07,192.4,29,62.6,2226
CUST-100087,2026-08,192.5,27,76.5,1511
CUST-100088,2026-03,345.6,52,65.3,3608
CUST-100088,2026-04,341.3,48,58.6,2612
CUST-100088,2026-05,268.3,40,50.6,2761
CUST-100088,2026-06,221.8,25,60.0,2289
CUST-100088,2026-07,239.7,29,74.8,2371
CUST-100088,2026-08,169.7,20,39.2,2091
CUST-100089,2026-03,171.9,18,67.7,1814
CUST-100089,2026-04,147.3,23,49.1,891
CUST-100089,2026-05,161.9,23,37.7,1687
CUST-100089,2026-06,100.3,6,70.8,870
CUST-100089,2026-07,108.5,19,49.7,1005
CUST-100089,2026-08,114.0,15,34.3,1075
CUST-100090,2026-03,184.5,34,52.2,1285
CUST-100090,2026-04,178.8,29,34.0,1867
CUST-100090,2026-05,146.3,23,44.5,1551
CUST-100090,2026-06,117.4,12,43.3,1139
CUST-100090,2026-07,133.9,25,64.0,857
CUST-100090,2026-08,98.5,19,34.4,602
CUST-100091,2026-03,83.7,9,64.0,427
CUST-100091,2026-04,68.1,9,39.5,632
CUST-100091,2026-05,58.1,6,46.2,340
CUST-100091,2026-06,57.7,7,54.1,604
CUST-100091,2026-07,57.3,9,45.4,372
CUST-100091,2026-08,41.3,9,53.1,384
CUST-100092,2026-03,342.6,46,40.2,2619
CUST-100092,2026-04,382.9,51,66.4,3841
CUST-100092,2026-05,301.6,40,57.8,2961
CUST-100092,2026-06,229.8,34,56.2,1624
CUST-100092,2026-07,277.4,39,53.6,1768
CUST-100092,2026-08,231.2,38,31.3,1495
CUST-100093,2026-03,88.9,18,35.4,1014
CUST-100093,2026-04,86.9,10,82.0,435
CUST-100093,2026-05,89.3,7,49.3,850
CUST-100093,2026-06,89.9,13,62.6,1107
CUST-100093,2026-07,78.0,17,61.1,674
CUST-100093,2026-08,74.2,17,52.9,831
CUST-100094,2026-03,149.9,24,55.1,1214
CUST-100094,2026-04,149.4,21,51.4,1433
CUST-100094,2026-05,154.1,26,79.7,1818
CUST-100094,2026-06,132.3,22,58.3,771
CUST-100094,2026-07,107.5,17,45.0,1149
CUST-100094,2026-08,109.9,12,49.1,1068
CUST-100095,2026-03,345.7,51,61.0,2897
