invoice_id,customer_id,invoice_date,amount,payment_status,days_overdue,billing_issue,refund_requested
INV-0000041,CUST-100007,2026-07-01,87.27,Paid,0,0,0
INV-0000042,CUST-100007,2026-08-01,96.2,Paid,0,0,0
INV-0000043,CUST-100008,2026-03-01,30.38,Paid,0,0,0
INV-0000044,CUST-100008,2026-04-01,30.71,Paid,0,0,0
INV-0000045,CUST-100008,2026-05-01,31.42,Paid,0,0,0
INV-0000046,CUST-100008,2026-06-01,31.82,Paid,0,0,0
INV-0000047,CUST-100008,2026-07-01,32.89,Paid,0,0,0
INV-0000048,CUST-100008,2026-08-01,30.98,Paid,0,0,0
INV-0000049,CUST-100009,2026-03-01,89.56,Paid,0,0,0
INV-0000050,CUST-100009,2026-04-01,88.39,Paid,0,0,0
INV-0000051,CUST-100009,2026-05-01,86.47,Paid,0,0,0
INV-0000052,CUST-100009,2026-06-01,85.94,Paid,0,0,0
INV-0000053,CUST-100009,2026-07-01,85.6,Paid,0,0,0
INV-0000054,CUST-100009,2026-08-01,85.95,Paid,0,0,0
INV-0000055,CUST-100010,2026-03-01,33.0,Paid,0,0,0
INV-0000056,CUST-100010,2026-04-01,31.16,Paid,0,0,0
INV-0000057,CUST-100010,2026-05-01,31.11,Paid,0,0,0
INV-0000058,CUST-100010,2026-06-01,30.74,Paid,0,0,0
INV-0000059,CUST-100010,2026-07-01,31.48,Paid,0,1,1
INV-0000060,CUST-100010,2026-08-01,31.45,Paid,0,0,0
INV-0000061,CUST-100011,2026-03-01,33.28,Paid,0,0,0
INV-0000062,CUST-100011,2026-04-01,35.32,Paid,0,0,0
INV-0000063,CUST-100011,2026-05-01,34.09,Paid,0,1,0
INV-0000064,CUST-100011,2026-06-01,35.29,Paid,0,0,0
INV-0000065,CUST-100011,2026-07-01,34.78,Paid,0,0,0
INV-0000066,CUST-100011,2026-08-01,35.14,Paid,0,0,0
INV-0000067,CUST-100012,2026-03-01,164.18,Paid,0,0,0
INV-0000068,CUST-100012,2026-04-01,169.39,Paid,0,0,0
INV-0000069,CUST-100012,2026-05-01,173.04,Paid,0,0,0
INV-0000070,CUST-100012,2026-06-01,169.31,Paid,0,0,0
INV-0000071,CUST-100012,2026-07-01,167.99,Paid,0,0,0
INV-0000072,CUST-100012,2026-08-01,170.61,Paid,0,0,0
INV-0000073,CUST-100013,2026-03-01,72.95,Paid,0,0,0
INV-0000074,CUST-100013,2026-04-01,76.47,Paid,0,0,0
INV-0000075,CUST-100013,2026-05-01,73.96,Paid,0,0,0
INV-0000076,CUST-100013,2026-06-01,73.73,Paid,0,0,0
INV-0000077,CUST-100013,2026-07-01,75.33,Paid,0,0,0
INV-0000078,CUST-100013,2026-08-01,79.18,Paid,0,0,0
INV-0000079,CUST-100014,2026-03-01,29.75,Paid,0,0,0
INV-0000080,CUST-100014,2026-04-01,29.97,Paid,0,0,0
INV-0000081,CUST-100014,2026-05-01,29.44,Paid,0,0,0
INV-0000082,CUST-100014,2026-06-01,28.34,Paid,0,0,0
INV-0000083,CUST-100014,2026-07-01,29.56,Paid,0,0,0
INV-0000084,CUST-100014,2026-08-01,28.99,Paid,0,0,0
INV-0000085,CUST-100015,2026-03-01,166.15,Paid,0,0,0
INV-0000086,CUST-100015,2026-04-01,165.9,Paid,0,0,0
INV-0000087,CUST-100015,2026-05-01,165.24,Paid,0,0,0
INV-0000088,CUST-100015,2026-06-01,157.52,Paid,0,0,0
INV-0000089,CUST-100015,2026-07-01,160.76,Paid,0,0,0
INV-0000090,CUST-100015,2026-08-01,163.13,Paid,0,0,0
INV-0000091,CUST-100016,2026-03-01,37.74,Paid,0,0,0
INV-0000092,CUST-100016,2026-04-01,36.54,Paid,0,0,0
INV-0000093,CUST-100016,2026-05-01,36.55,Paid,0,0,0
INV-0000094,CUST-100016,2026-06-01,36.72,Paid,0,0,0
INV-0000095,CUST-100016,2026-07-01,36.11,Paid,0,0,0
INV-0000096,CUST-100016,2026-08-01,35.77,Paid,0,0,0
INV-0000097,CUST-100017,2026-03-01,395.53,Paid,0,0,0
INV-0000098,CUST-100017,2026-04-01,377.33,Paid,0,0,0
INV-0000099,CUST-100017,2026-05-01,390.89,Paid,0,0,0
INV-0000100,CUST-100017,2026-06-01,399.43,Paid,0,0,0
INV-0000101,CUST-100017,2026-07-01,369.13,Paid,0,0,0
INV-0000102,CUST-100017,2026-08-01,391.24,Paid,0,0,0
INV-0000103,CUST-100018,2026-03-01,32.37,Paid,0,0,0
INV-0000104,CUST-100018,2026-04-01,31.02,Paid,0,0,0
INV-0000105,CUST-100018,2026-05-01,30.41,Paid,0,0,0
INV-0000106,CUST-100018,2026-06-01,31.46,Paid,0,0,0
INV-0000107,CUST-100018,2026-07-01,31.06,Paid,0,0,0
INV-0000108,CUST-100018,2026-08-01,31.71,Paid,0,0,0
INV-0000109,CUST-100019,2026-03-01,85.29,Paid,0,0,0
INV-0000110,CUST-100019,2026-04-01,85.57,Late,2,1,0
INV-0000111,CUST-100019,2026-05-01,86.85,Late,24,1,0
INV-0000112,CUST-100019,2026-06-01,107.41,Paid,0,0,0
INV-0000113,CUST-100019,2026-07-01,89.0,Paid,0,0,0
INV-0000114,CUST-100019,2026-08-01,86.37,Late,10,1,1
INV-0000115,CUST-100020,2026-03-01,35.6,Paid,0,0,0
INV-0000116,CUST-100020,2026-04-01,33.55,Paid,0,0,0
INV-0000117,CUST-100020,2026-05-01,34.88,Paid,0,0,0
INV-0000118,CUST-100020,2026-06-01,33.97,Paid,0,0,0
INV-0000119,CUST-100020,2026-07-01,34.85,Paid,0,0,0
INV-0000120,CUST-100020,2026-08-01,33.09,Paid,0,0,0
INV-0000121,CUST-100021,2026-03-01,190.29,Paid,0,0,0
INV-0000122,CUST-100021,2026-04-01,188.01,Paid,0,0,0
INV-0000123,CUST-100021,2026-05-01,188.03,Paid,0,0,0
INV-0000124,CUST-100021,2026-06-01,190.3,Paid,0,0,0
INV-0000125,CUST-100021,2026-07-01,197.02,Late,23,0,0
INV-0000126,CUST-100021,2026-08-01,196.3,Paid,0,0,0
INV-0000127,CUST-100022,2026-03-01,33.3,Paid,0,1,1
INV-0000128,CUST-100022,2026-04-01,40.96,Paid,0,0,0
INV-0000129,CUST-100022,2026-05-01,35.05,Late,29,0,0
INV-0000130,CUST-100022,2026-06-01,34.95,Late,2,1,0
INV-0000131,CUST-100022,2026-07-01,34.99,Late,7,1,1
INV-0000132,CUST-100022,2026-08-01,35.73,Paid,0,1,1
INV-0000133,CUST-100023,2026-03-01,77.89,Paid,0,1,0
INV-0000134,CUST-100023,2026-04-01,76.17,Paid,0,0,0
INV-0000135,CUST-100023,2026-05-01,79.26,Paid,0,0,0
INV-0000136,CUST-100023,2026-06-01,76.71,Paid,0,0,0
INV-0000137,CUST-100023,2026-07-01,73.82,Paid,0,0,0
INV-0000138,CUST-100023,2026-08-01,74.76,Paid,0,0,0
INV-0000139,CUST-100024,2026-03-01,37.7,Paid,0,0,0
INV-0000140,CUST-100024,2026-04-01,38.69,Paid,0,0,0
INV-0000141,CUST-100024,2026-05-01,38.24,Paid,0,0,0
INV-0000142,CUST-100024,2026-06-01,37.91,Paid,0,0,0
INV-0000143,CUST-100024,2026-07-01,37.94,Paid,0,0,0
INV-0000144,CUST-100024,2026-08-01,38.01,Paid,0,0,0
INV-0000145,CUST-100025,2026-03-01,82.3,Paid,0,0,0
INV-0000146,CUST-100025,2026-04-01,78.87,Paid,0,0,0
INV-0000147,CUST-100025,2026-05-01,81.12,Paid,0,0,0
INV-0000148,CUST-100025,2026-06-01,84.98,Paid,0,0,0
INV-0000149,CUST-100025,2026-07-01,85.3,Paid,0,0,0
INV-0000150,CUST-100025,2026-08-01,78.85,Paid,0,0,0
INV-0000151,CUST-100026,2026-03-01,37.63,Paid,0,0,0
INV-0000152,CUST-100026,2026-04-01,39.15,Paid,0,0,0
INV-0000153,CUST-100026,2026-05-01,38.15,Paid,0,0,0
INV-0000154,CUST-100026,2026-06-01,38.59,Paid,0,0,0
INV-0000155,CUST-100026,2026-07-01,37.85,Paid,0,0,0
INV-0000156,CUST-100026,2026-08-01,38.32,Paid,0,0,0
INV-0000157,CUST-100027,2026-03-01,83.42,Paid,0,1,0
INV-0000158,CUST-100027,2026-04-01,90.34,Paid,0,0,0
INV-0000159,CUST-100027,2026-05-01,78.42,Paid,0,0,0
INV-0000160,CUST-100027,2026-06-01,92.61,Paid,0,0,0
INV-0000161,CUST-100027,2026-07-01,77.82,Late,12,0,0
INV-0000162,CUST-100027,2026-08-01,82.42,Late,29,0,0
INV-0000163,CUST-100028,2026-03-01,76.14,Paid,0,0,0
INV-0000164,CUST-100028,2026-04-01,77.42,Late,11,0,0
INV-0000165,CUST-100028,2026-05-01,75.32,Paid,0,0,0
INV-0000166,CUST-100028,2026-06-01,75.88,Late,21,0,0
INV-0000167,CUST-100028,2026-07-01,76.06,Paid,0,0,0
INV-0000168,CUST-100028,2026-08-01,76.43,Paid,0,0,0
INV-0000169,CUST-100029,2026-03-01,37.72,Paid,0,0,0
INV-0000170,CUST-100029,2026-04-01,36.76,Paid,0,0,0
INV-0000171,CUST-100029,2026-05-01,37.31,Paid,0,0,0
INV-0000172,CUST-100029,2026-06-01,38.05,Paid,0,0,0
INV-0000173,CUST-100029,2026-07-01,38.68,Paid,0,1,1
INV-0000174,CUST-100029,2026-08-01,39.59,Paid,0,0,0
INV-0000175,CUST-100030,2026-03-01,42.95,Paid,0,0,0
INV-0000176,CUST-100030,2026-04-01,43.15,Paid,0,0,0
INV-0000177,CUST-100030,2026-05-01,42.43,Paid,0,0,0
INV-0000178,CUST-100030,2026-06-01,42.63,Paid,0,0,0
INV-0000179,CUST-100030,2026-07-01,40.72,Paid,0,0,0
INV-0000180,CUST-100030,2026-08-01,41.34,Paid,0,0,0
INV-0000181,CUST-100031,2026-03-01,35.36,Paid,0,0,0
INV-0000182,CUST-100031,2026-04-01,36.91,Paid,0,0,0
INV-0000183,CUST-100031,2026-05-01,37.27,Paid,0,0,0
INV-0000184,CUST-100031,2026-06-01,35.37,Paid,0,0,0
INV-0000185,CUST-100031,2026-07-01,36.53,Paid,0,1,1
INV-0000186,CUST-100031,2026-08-01,37.75,Paid,0,0,0
INV-0000187,CUST-100032,2026-03-01,108.82,Paid,0,1,0
INV-0000188,CUST-100032,2026-04-01,79.95,Paid,0,0,0
INV-0000189,CUST-100032,2026-05-01,78.54,Paid,0,1,0
INV-0000190,CUST-100032,2026-06-01,91.26,Paid,0,0,0
INV-0000191,CUST-100032,2026-07-01,76.34,Paid,0,0,0
INV-0000192,CUST-100032,2026-08-01,91.04,Paid,0,1,0
INV-0000193,CUST-100033,2026-03-01,153.53,Paid,0,0,0
INV-0000194,CUST-100033,2026-04-01,155.62,Paid,0,0,0
INV-0000195,CUST-100033,2026-05-01,155.12,Paid,0,0,0
INV-0000196,CUST-100033,2026-06-01,153.59,Paid,0,0,0
INV-0000197,CUST-100033,2026-07-01,158.51,Paid,0,0,0
INV-0000198,CUST-100033,2026-08-01,157.12,Paid,0,0,0
INV-0000199,CUST-100034,2026-03-01,95.51,Late,25,0,0
INV-0000200,CUST-100034,2026-04-01,79.62,Paid,0,1,0
INV-0000201,CUST-100034,2026-05-01,79.55,Paid,0,0,0
INV-0000202,CUST-100034,2026-06-01,103.53,Paid,0,1,0
INV-0000203,CUST-100034,2026-07-01,78.77,Paid,0,0,0
INV-0000204,CUST-100034,2026-08-01,83.1,Late,31,0,0
INV-0000205,CUST-100035,2026-03-01,150.0,Paid,0,0,0
INV-0000206,CUST-100035,2026-04-01,148.47,Paid,0,0,0
INV-0000207,CUST-100035,2026-05-01,152.45,Paid,0,0,0
INV-0000208,CUST-100035,2026-06-01,151.02,Paid,0,0,0
INV-0000209,CUST-100035,2026-07-01,141.12,Paid,0,0,0
INV-0000210,CUST-100035,2026-08-01,148.23,Paid,0,0,0
INV-0000211,CUST-100036,2026-03-01,136.29,Paid,0,0,0
INV-0000212,CUST-100036,2026-04-01,143.35,Paid,0,0,0
INV-0000213,CUST-100036,2026-05-01,135.19,Paid,0,0,0
INV-0000214,CUST-100036,2026-06-01,134.64,Paid,0,0,0
INV-0000215,CUST-100036,2026-07-01,140.16,Paid,0,0,0
INV-0000216,CUST-100036,2026-08-01,140.8,Paid,0,0,0
INV-0000217,CUST-100037,2026-03-01,182.36,Paid,0,0,0
INV-0000218,CUST-100037,2026-04-01,183.66,Paid,0,0,0
INV-0000219,CUST-100037,2026-05-01,177.51,Paid,0,0,0
INV-0000220,CUST-100037,2026-06-01,185.19,Paid,0,0,0
INV-0000221,CUST-100037,2026-07-01,182.5,Paid,0,0,0
INV-0000222,CUST-100037,2026-08-01,185.76,Late,27,0,0
INV-0000223,CUST-100038,2026-03-01,34.24,Paid,0,0,0
INV-0000224,CUST-100038,2026-04-01,34.31,Paid,0,0,0
INV-0000225,CUST-100038,2026-05-01,35.86,Paid,0,0,0
INV-0000226,CUST-100038,2026-06-01,33.77,Paid,0,0,0
INV-0000227,CUST-100038,2026-07-01,34.94,Paid,0,0,0
INV-0000228,CUST-100038,2026-08-01,36.19,Paid,0,0,0
INV-0000229,CUST-100039,2026-03-01,144.03,Paid,0,0,0
INV-0000230,CUST-100039,2026-04-01,147.39,Paid,0,0,0
INV-0000231,CUST-100039,2026-05-01,141.29,Paid,0,0,0
INV-0000232,CUST-100039,2026-06-01,143.13,Paid,0,0,0
INV-0000233,CUST-100039,2026-07-01,148.33,Paid,0,0,0
INV-0000234,CUST-100039,2026-08-01,146.74,Paid,0,0,0
INV-0000235,CUST-100040,2026-03-01,41.04,Paid,0,0,0
INV-0000236,CUST-100040,2026-04-01,40.19,Paid,0,0,0
INV-0000237,CUST-100040,2026-05-01,39.7,Paid,0,0,0
INV-0000238,CUST-100040,2026-06-01,39.03,Paid,0,0,0
INV-0000239,CUST-100040,2026-07-01,39.73,Late,8,0,0
INV-0000240,CUST-100040,2026-08-01,39.59,Paid,0,1,0
INV-0000241,CUST-100041,2026-03-01,36.33,Late,33,0,0
INV-0000242,CUST-100041,2026-04-01,34.14,Paid,0,1,0
INV-0000243,CUST-100041,2026-05-01,33.33,Late,23,1,0
INV-0000244,CUST-100041,2026-06-01,33.59,Late,26,0,0
INV-0000245,CUST-100041,2026-07-01,31.73,Paid,0,1,0
INV-0000246,CUST-100041,2026-08-01,33.23,Late,33,1,0
INV-0000247,CUST-100042,2026-03-01,36.62,Paid,0,0,0
INV-0000248,CUST-100042,2026-04-01,40.47,Late,6,0,0
INV-0000249,CUST-100042,2026-05-01,39.88,Paid,0,0,0
INV-0000250,CUST-100042,2026-06-01,40.85,Paid,0,0,0
INV-0000251,CUST-100042,2026-07-01,40.49,Paid,0,0,0
INV-0000252,CUST-100042,2026-08-01,40.46,Paid,0,0,0
INV-0000253,CUST-100043,2026-03-01,120.21,Paid,0,0,0
INV-0000254,CUST-100043,2026-04-01,124.9,Paid,0,0,0
INV-0000255,CUST-100043,2026-05-01,123.04,Paid,0,0,0
INV-0000256,CUST-100043,2026-06-01,123.02,Paid,0,0,0
INV-0000257,CUST-100043,2026-07-01,129.48,Paid,0,0,0
INV-0000258,CUST-100043,2026-08-01,120.78,Paid,0,0,0
INV-0000259,CUST-100044,2026-03-01,137.35,Paid,0,0,0
INV-0000260,CUST-100044,2026-04-01,143.17,Paid,0,0,0
INV-0000261,CUST-100044,2026-05-01,143.05,Paid,0,0,0
INV-0000262,CUST-100044,2026-06-01,141.73,Paid,0,0,0
INV-0000263,CUST-100044,2026-07-01,141.62,Paid,0,0,0
INV-0000264,CUST-100044,2026-08-01,143.58,Paid,0,0,0
INV-0000265,CUST-100045,2026-03-01,161.67,Paid,0,0,0
INV-0000266,CUST-100045,2026-04-01,163.33,Paid,0,0,0
INV-0000267,CUST-100045,2026-05-01,163.71,Paid,0,0,0
INV-0000268,CUST-100045,2026-06-01,165.39,Paid,0,0,0
INV-0000269,CUST-100045,2026-07-01,166.11,Paid,0,0,0
INV-0000270,CUST-100045,2026-08-01,162.88,Paid,0,0,0
INV-0000271,CUST-100046,2026-03-01,130.59,Paid,0,0,0
INV-0000272,CUST-100046,2026-04-01,128.81,Paid,0,0,0
INV-0000273,CUST-100046,2026-05-01,127.1,Paid,0,0,0
INV-0000274,CUST-100046,2026-06-01,136.08,Paid,0,0,0
INV-0000275,CUST-100046,2026-07-01,136.48,Paid,0,0,0
INV-0000276,CUST-100046,2026-08-01,131.4,Paid,0,0,0
INV-0000277,CUST-100047,2026-03-01,40.05,Paid,0,0,0
INV-0000278,CUST-100047,2026-04-01,39.67,Paid,0,0,0
INV-0000279,CUST-100047,2026-05-01,38.95,Late,10,0,0
INV-0000280,CUST-100047,2026-06-01,40.03,Paid,0,0,0
INV-0000281,CUST-100047,2026-07-01,41.77,Paid,0,0,0
INV-0000282,CUST-100047,2026-08-01,40.57,Paid,0,0,0
INV-0000283,CUST-100048,2026-03-01,81.67,Paid,0,0,0
INV-0000284,CUST-100048,2026-04-01,78.08,Paid,0,0,0
INV-0000285,CUST-100048,2026-05-01,79.9,Paid,0,0,0
INV-0000286,CUST-100048,2026-06-01,77.13,Paid,0,0,0
INV-0000287,CUST-100048,2026-07-01,79.51,Paid,0,0,0
INV-0000288,CUST-100048,2026-08-01,79.87,Late,34,0,0
INV-0000289,CUST-100049,2026-03-01,91.11,Paid,0,0,0
INV-0000290,CUST-100049,2026-04-01,88.26,Paid,0,0,0
INV-0000291,CUST-100049,2026-05-01,85.92,Paid,0,0,0
INV-0000292,CUST-100049,2026-06-01,91.5,Paid,0,0,0
INV-0000293,CUST-100049,2026-07-01,82.51,Paid,0,0,0
INV-0000294,CUST-100049,2026-08-01,86.55,Paid,0,0,0
INV-0000295,CUST-100050,2026-03-01,103.72,Late,1,0,0
INV-0000296,CUST-100050,2026-04-01,104.36,Late,29,1,0
INV-0000297,CUST-100050,2026-05-01,81.01,Late,28,1,0
INV-0000298,CUST-100050,2026-06-01,83.84,Paid,0,0,0
INV-0000299,CUST-100050,2026-07-01,84.82,Late,15,1,1
INV-0000300,CUST-100050,2026-08-01,87.22,Paid,0,1,0
INV-0000301,CUST-100051,2026-03-01,68.49,Paid,0,0,0
INV-0000302,CUST-100051,2026-04-01,73.69,Paid,0,0,0
INV-0000303,CUST-100051,2026-05-01,74.68,Paid,0,0,0
INV-0000304,CUST-100051,2026-06-01,73.68,Paid,0,0,0
INV-0000305,CUST-100051,2026-07-01,70.85,Paid,0,0,0
INV-0000306,CUST-100051,2026-08-01,72.05,Paid,0,0,0
INV-0000307,CUST-100052,2026-03-01,81.22,Paid,0,0,0
INV-0000308,CUST-100052,2026-04-01,79.72,Paid,0,0,0
INV-0000309,CUST-100052,2026-05-01,75.07,Paid,0,0,0
INV-0000310,CUST-100052,2026-06-01,77.65,Paid,0,0,0
INV-0000311,CUST-100052,2026-07-01,77.37,Paid,0,0,0
INV-0000312,CUST-100052,2026-08-01,73.19,Paid,0,0,0
INV-0000313,CUST-100053,2026-03-01,34.23,Paid,0,0,0
INV-0000314,CUST-100053,2026-04-01,36.26,Paid,0,0,0
INV-0000315,CUST-100053,2026-05-01,35.89,Paid,0,0,0
INV-0000316,CUST-100053,2026-06-01,36.9,Paid,0,0,0
INV-0000317,CUST-100053,2026-07-01,34.78,Paid,0,0,0
INV-0000318,CUST-100053,2026-08-01,36.08,Paid,0,0,0
INV-0000319,CUST-100054,2026-03-01,436.99,Late,22,0,0
INV-0000320,CUST-100054,2026-04-01,422.76,Late,6,0,0
INV-0000321,CUST-100054,2026-05-01,436.89,Paid,0,0,0
INV-0000322,CUST-100054,2026-06-01,396.05,Paid,0,0,0
INV-0000323,CUST-100054,2026-07-01,448.92,Paid,0,0,0
INV-0000324,CUST-100054,2026-08-01,387.54,Late,27,0,0
INV-0000325,CUST-100055,2026-03-01,40.73,Paid,0,0,0
INV-0000326,CUST-100055,2026-04-01,29.53,Paid,0,0,0
INV-0000327,CUST-100055,2026-05-01,29.54,Paid,0,1,0
INV-0000328,CUST-100055,2026-06-01,29.0,Paid,0,0,0
INV-0000329,CUST-100055,2026-07-01,33.29,Paid,0,0,0
INV-0000330,CUST-100055,2026-08-01,29.77,Paid,0,0,0
INV-0000331,CUST-100056,2026-03-01,73.51,Paid,0,0,0
INV-0000332,CUST-100056,2026-04-01,71.16,Paid,0,0,0
INV-0000333,CUST-100056,2026-05-01,73.9,Paid,0,0,0
INV-0000334,CUST-100056,2026-06-01,72.14,Paid,0,0,0
INV-0000335,CUST-100056,2026-07-01,72.38,Paid,0,0,0
INV-0000336,CUST-100056,2026-08-01,75.39,Paid,0,0,0
INV-0000337,CUST-100057,2026-03-01,72.62,Paid,0,0,0
INV-0000338,CUST-100057,2026-04-01,74.27,Paid,0,0,0
INV-0000339,CUST-100057,2026-05-01,74.65,Paid,0,0,0
INV-0000340,CUST-100057,2026-06-01,76.95,Paid,0,0,0
INV-0000341,CUST-100057,2026-07-01,76.74,Paid,0,0,0
INV-0000342,CUST-100057,2026-08-01,73.58,Paid,0,0,0
INV-0000343,CUST-100058,2026-03-01,32.25,Paid,0,0,0
INV-0000344,CUST-100058,2026-04-01,33.22,Paid,0,0,0
INV-0000345,CUST-100058,2026-05-01,32.33,Paid,0,0,0
INV-0000346,CUST-100058,2026-06-01,33.02,Paid,0,0,0
INV-0000347,CUST-100058,2026-07-01,32.15,Paid,0,0,0
INV-0000348,CUST-100058,2026-08-01,31.74,Paid,0,0,0
INV-0000349,CUST-100059,2026-03-01,385.99,Paid,0,0,0
INV-0000350,CUST-100059,2026-04-01,405.78,Late,17,0,0
INV-0000351,CUST-100059,2026-05-01,414.94,Paid,0,0,0
INV-0000352,CUST-100059,2026-06-01,404.65,Paid,0,0,0
INV-0000353,CUST-100059,2026-07-01,418.05,Paid,0,0,0
INV-0000354,CUST-100059,2026-08-01,411.35,Paid,0,0,0
INV-0000355,CUST-100060,2026-03-01,156.01,Paid,0,0,0
INV-0000356,CUST-100060,2026-04-01,156.16,Paid,0,0,0
INV-0000357,CUST-100060,2026-05-01,155.15,Paid,0,0,0
INV-0000358,CUST-100060,2026-06-01,149.01,Paid,0,0,0
INV-0000359,CUST-100060,2026-07-01,156.11,Paid,0,0,0
INV-0000360,CUST-100060,2026-08-01,152.32,Paid,0,0,0
INV-0000361,CUST-100061,2026-03-01,35.57,Paid,0,0,0
INV-0000362,CUST-100061,2026-04-01,36.47,Paid,0,0,0
INV-0000363,CUST-100061,2026-05-01,36.62,Paid,0,0,0
INV-0000364,CUST-100061,2026-06-01,35.21,Paid,0,0,0
INV-0000365,CUST-100061,2026-07-01,36.57,Paid,0,0,0
INV-0000366,CUST-100061,2026-08-01,36.14,Paid,0,0,0
INV-0000367,CUST-100062,2026-03-01,33.6,Paid,0,0,0
INV-0000368,CUST-100062,2026-04-01,32.9,Paid,0,0,0
INV-0000369,CUST-100062,2026-05-01,32.22,Paid,0,0,0
INV-0000370,CUST-100062,2026-06-01,32.64,Paid,0,0,0
INV-0000371,CUST-100062,2026-07-01,32.8,Paid,0,0,0
INV-0000372,CUST-100062,2026-08-01,32.36,Paid,0,0,0
INV-0000373,CUST-100063,2026-03-01,30.27,Paid,0,0,0
INV-0000374,CUST-100063,2026-04-01,31.15,Paid,0,0,0
INV-0000375,CUST-100063,2026-05-01,30.54,Paid,0,0,0
INV-0000376,CUST-100063,2026-06-01,30.54,Paid,0,0,0
INV-0000377,CUST-100063,2026-07-01,31.51,Paid,0,0,0
INV-0000378,CUST-100063,2026-08-01,31.41,Paid,0,0,0
INV-0000379,CUST-100064,2026-03-01,422.09,Paid,0,0,0
INV-0000380,CUST-100064,2026-04-01,444.47,Paid,0,0,0
INV-0000381,CUST-100064,2026-05-01,442.86,Late,1,0,0
INV-0000382,CUST-100064,2026-06-01,433.08,Paid,0,0,0
INV-0000383,CUST-100064,2026-07-01,420.41,Paid,0,0,0
INV-0000384,CUST-100064,2026-08-01,435.09,Paid,0,0,0
INV-0000385,CUST-100065,2026-03-01,80.72,Paid,0,0,0
INV-0000386,CUST-100065,2026-04-01,79.75,Paid,0,0,0
INV-0000387,CUST-100065,2026-05-01,81.89,Paid,0,0,0
INV-0000388,CUST-100065,2026-06-01,79.54,Paid,0,0,0
INV-0000389,CUST-100065,2026-07-01,82.0,Paid,0,0,0
INV-0000390,CUST-100065,2026-08-01,81.36,Paid,0,0,0
INV-0000391,CUST-100066,2026-03-01,125.15,Paid,0,0,0
INV-0000392,CUST-100066,2026-04-01,119.84,Paid,0,0,0
INV-0000393,CUST-100066,2026-05-01,122.2,Paid,0,0,0
INV-0000394,CUST-100066,2026-06-01,123.02,Late,34,0,0
INV-0000395,CUST-100066,2026-07-01,122.51,Late,12,0,0
INV-0000396,CUST-100066,2026-08-01,120.42,Paid,0,0,0
INV-0000397,CUST-100067,2026-03-01,32.86,Paid,0,0,0
INV-0000398,CUST-100067,2026-04-01,33.9,Paid,0,0,0
